Symptom,Prompt Template,Follow-Up Questions,LikelyDiagnosis,Urgency Level,Treatment,TreatmentQuestion
symptom_814,What details can you share about symptom_814 in a {child_age} year old {gender} child?,How long has the symptom_814 been present?; Has it worsened recently?,Diagnosis_814_A; Diagnosis_814_B,medium,"Standard care for symptom_814 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_814, likely diagnosed with Diagnosis_814_A?"
symptom_815,What details can you share about symptom_815 in a {child_age} year old {gender} child?,How long has the symptom_815 been present?; Has it worsened recently?,Diagnosis_815_A; Diagnosis_815_B,medium,"Standard care for symptom_815 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_815, likely diagnosed with Diagnosis_815_A?"
symptom_816,What details can you share about symptom_816 in a {child_age} year old {gender} child?,How long has the symptom_816 been present?; Has it worsened recently?,Diagnosis_816_A; Diagnosis_816_B,medium,"Standard care for symptom_816 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_816, likely diagnosed with Diagnosis_816_A?"
symptom_817,What details can you share about symptom_817 in a {child_age} year old {gender} child?,How long has the symptom_817 been present?; Has it worsened recently?,Diagnosis_817_A; Diagnosis_817_B,medium,"Standard care for symptom_817 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_817, likely diagnosed with Diagnosis_817_A?"
symptom_818,What details can you share about symptom_818 in a {child_age} year old {gender} child?,How long has the symptom_818 been present?; Has it worsened recently?,Diagnosis_818_A; Diagnosis_818_B,medium,"Standard care for symptom_818 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_818, likely diagnosed with Diagnosis_818_A?"
symptom_819,What details can you share about symptom_819 in a {child_age} year old {gender} child?,How long has the symptom_819 been present?; Has it worsened recently?,Diagnosis_819_A; Diagnosis_819_B,medium,"Standard care for symptom_819 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_819, likely diagnosed with Diagnosis_819_A?"
symptom_820,What details can you share about symptom_820 in a {child_age} year old {gender} child?,How long has the symptom_820 been present?; Has it worsened recently?,Diagnosis_820_A; Diagnosis_820_B,medium,"Standard care for symptom_820 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_820, likely diagnosed with Diagnosis_820_A?"
symptom_821,What details can you share about symptom_821 in a {child_age} year old {gender} child?,How long has the symptom_821 been present?; Has it worsened recently?,Diagnosis_821_A; Diagnosis_821_B,medium,"Standard care for symptom_821 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_821, likely diagnosed with Diagnosis_821_A?"
symptom_822,What details can you share about symptom_822 in a {child_age} year old {gender} child?,How long has the symptom_822 been present?; Has it worsened recently?,Diagnosis_822_A; Diagnosis_822_B,medium,"Standard care for symptom_822 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_822, likely diagnosed with Diagnosis_822_A?"
symptom_823,What details can you share about symptom_823 in a {child_age} year old {gender} child?,How long has the symptom_823 been present?; Has it worsened recently?,Diagnosis_823_A; Diagnosis_823_B,medium,"Standard care for symptom_823 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_823, likely diagnosed with Diagnosis_823_A?"
symptom_824,What details can you share about symptom_824 in a {child_age} year old {gender} child?,How long has the symptom_824 been present?; Has it worsened recently?,Diagnosis_824_A; Diagnosis_824_B,medium,"Standard care for symptom_824 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_824, likely diagnosed with Diagnosis_824_A?"
symptom_825,What details can you share about symptom_825 in a {child_age} year old {gender} child?,How long has the symptom_825 been present?; Has it worsened recently?,Diagnosis_825_A; Diagnosis_825_B,medium,"Standard care for symptom_825 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_825, likely diagnosed with Diagnosis_825_A?"
symptom_826,What details can you share about symptom_826 in a {child_age} year old {gender} child?,How long has the symptom_826 been present?; Has it worsened recently?,Diagnosis_826_A; Diagnosis_826_B,medium,"Standard care for symptom_826 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_826, likely diagnosed with Diagnosis_826_A?"
symptom_827,What details can you share about symptom_827 in a {child_age} year old {gender} child?,How long has the symptom_827 been present?; Has it worsened recently?,Diagnosis_827_A; Diagnosis_827_B,medium,"Standard care for symptom_827 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_827, likely diagnosed with Diagnosis_827_A?"
symptom_828,What details can you share about symptom_828 in a {child_age} year old {gender} child?,How long has the symptom_828 been present?; Has it worsened recently?,Diagnosis_828_A; Diagnosis_828_B,medium,"Standard care for symptom_828 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_828, likely diagnosed with Diagnosis_828_A?"
symptom_829,What details can you share about symptom_829 in a {child_age} year old {gender} child?,How long has the symptom_829 been present?; Has it worsened recently?,Diagnosis_829_A; Diagnosis_829_B,medium,"Standard care for symptom_829 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_829, likely diagnosed with Diagnosis_829_A?"
symptom_830,What details can you share about symptom_830 in a {child_age} year old {gender} child?,How long has the symptom_830 been present?; Has it worsened recently?,Diagnosis_830_A; Diagnosis_830_B,medium,"Standard care for symptom_830 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_830, likely diagnosed with Diagnosis_830_A?"
symptom_831,What details can you share about symptom_831 in a {child_age} year old {gender} child?,How long has the symptom_831 been present?; Has it worsened recently?,Diagnosis_831_A; Diagnosis_831_B,medium,"Standard care for symptom_831 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_831, likely diagnosed with Diagnosis_831_A?"
symptom_832,What details can you share about symptom_832 in a {child_age} year old {gender} child?,How long has the symptom_832 been present?; Has it worsened recently?,Diagnosis_832_A; Diagnosis_832_B,medium,"Standard care for symptom_832 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_832, likely diagnosed with Diagnosis_832_A?"
symptom_833,What details can you share about symptom_833 in a {child_age} year old {gender} child?,How long has the symptom_833 been present?; Has it worsened recently?,Diagnosis_833_A; Diagnosis_833_B,medium,"Standard care for symptom_833 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_833, likely diagnosed with Diagnosis_833_A?"
symptom_834,What details can you share about symptom_834 in a {child_age} year old {gender} child?,How long has the symptom_834 been present?; Has it worsened recently?,Diagnosis_834_A; Diagnosis_834_B,medium,"Standard care for symptom_834 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_834, likely diagnosed with Diagnosis_834_A?"
symptom_835,What details can you share about symptom_835 in a {child_age} year old {gender} child?,How long has the symptom_835 been present?; Has it worsened recently?,Diagnosis_835_A; Diagnosis_835_B,medium,"Standard care for symptom_835 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_835, likely diagnosed with Diagnosis_835_A?"
symptom_836,What details can you share about symptom_836 in a {child_age} year old {gender} child?,How long has the symptom_836 been present?; Has it worsened recently?,Diagnosis_836_A; Diagnosis_836_B,medium,"Standard care for symptom_836 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_836, likely diagnosed with Diagnosis_836_A?"
symptom_837,What details can you share about symptom_837 in a {child_age} year old {gender} child?,How long has the symptom_837 been present?; Has it worsened recently?,Diagnosis_837_A; Diagnosis_837_B,medium,"Standard care for symptom_837 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_837, likely diagnosed with Diagnosis_837_A?"
symptom_838,What details can you share about symptom_838 in a {child_age} year old {gender} child?,How long has the symptom_838 been present?; Has it worsened recently?,Diagnosis_838_A; Diagnosis_838_B,medium,"Standard care for symptom_838 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_838, likely diagnosed with Diagnosis_838_A?"
symptom_839,What details can you share about symptom_839 in a {child_age} year old {gender} child?,How long has the symptom_839 been present?; Has it worsened recently?,Diagnosis_839_A; Diagnosis_839_B,medium,"Standard care for symptom_839 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_839, likely diagnosed with Diagnosis_839_A?"
symptom_840,What details can you share about symptom_840 in a {child_age} year old {gender} child?,How long has the symptom_840 been present?; Has it worsened recently?,Diagnosis_840_A; Diagnosis_840_B,medium,"Standard care for symptom_840 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_840, likely diagnosed with Diagnosis_840_A?"
symptom_841,What details can you share about symptom_841 in a {child_age} year old {gender} child?,How long has the symptom_841 been present?; Has it worsened recently?,Diagnosis_841_A; Diagnosis_841_B,medium,"Standard care for symptom_841 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_841, likely diagnosed with Diagnosis_841_A?"
symptom_842,What details can you share about symptom_842 in a {child_age} year old {gender} child?,How long has the symptom_842 been present?; Has it worsened recently?,Diagnosis_842_A; Diagnosis_842_B,medium,"Standard care for symptom_842 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_842, likely diagnosed with Diagnosis_842_A?"
symptom_843,What details can you share about symptom_843 in a {child_age} year old {gender} child?,How long has the symptom_843 been present?; Has it worsened recently?,Diagnosis_843_A; Diagnosis_843_B,medium,"Standard care for symptom_843 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_843, likely diagnosed with Diagnosis_843_A?"
symptom_844,What details can you share about symptom_844 in a {child_age} year old {gender} child?,How long has the symptom_844 been present?; Has it worsened recently?,Diagnosis_844_A; Diagnosis_844_B,medium,"Standard care for symptom_844 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_844, likely diagnosed with Diagnosis_844_A?"
symptom_845,What details can you share about symptom_845 in a {child_age} year old {gender} child?,How long has the symptom_845 been present?; Has it worsened recently?,Diagnosis_845_A; Diagnosis_845_B,medium,"Standard care for symptom_845 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_845, likely diagnosed with Diagnosis_845_A?"
symptom_846,What details can you share about symptom_846 in a {child_age} year old {gender} child?,How long has the symptom_846 been present?; Has it worsened recently?,Diagnosis_846_A; Diagnosis_846_B,medium,"Standard care for symptom_846 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_846, likely diagnosed with Diagnosis_846_A?"
symptom_847,What details can you share about symptom_847 in a {child_age} year old {gender} child?,How long has the symptom_847 been present?; Has it worsened recently?,Diagnosis_847_A; Diagnosis_847_B,medium,"Standard care for symptom_847 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_847, likely diagnosed with Diagnosis_847_A?"
symptom_848,What details can you share about symptom_848 in a {child_age} year old {gender} child?,How long has the symptom_848 been present?; Has it worsened recently?,Diagnosis_848_A; Diagnosis_848_B,medium,"Standard care for symptom_848 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_848, likely diagnosed with Diagnosis_848_A?"
symptom_849,What details can you share about symptom_849 in a {child_age} year old {gender} child?,How long has the symptom_849 been present?; Has it worsened recently?,Diagnosis_849_A; Diagnosis_849_B,medium,"Standard care for symptom_849 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_849, likely diagnosed with Diagnosis_849_A?"
symptom_850,What details can you share about symptom_850 in a {child_age} year old {gender} child?,How long has the symptom_850 been present?; Has it worsened recently?,Diagnosis_850_A; Diagnosis_850_B,medium,"Standard care for symptom_850 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_850, likely diagnosed with Diagnosis_850_A?"
symptom_851,What details can you share about symptom_851 in a {child_age} year old {gender} child?,How long has the symptom_851 been present?; Has it worsened recently?,Diagnosis_851_A; Diagnosis_851_B,medium,"Standard care for symptom_851 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_851, likely diagnosed with Diagnosis_851_A?"
symptom_852,What details can you share about symptom_852 in a {child_age} year old {gender} child?,How long has the symptom_852 been present?; Has it worsened recently?,Diagnosis_852_A; Diagnosis_852_B,medium,"Standard care for symptom_852 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_852, likely diagnosed with Diagnosis_852_A?"
symptom_853,What details can you share about symptom_853 in a {child_age} year old {gender} child?,How long has the symptom_853 been present?; Has it worsened recently?,Diagnosis_853_A; Diagnosis_853_B,medium,"Standard care for symptom_853 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_853, likely diagnosed with Diagnosis_853_A?"
symptom_854,What details can you share about symptom_854 in a {child_age} year old {gender} child?,How long has the symptom_854 been present?; Has it worsened recently?,Diagnosis_854_A; Diagnosis_854_B,medium,"Standard care for symptom_854 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_854, likely diagnosed with Diagnosis_854_A?"
symptom_855,What details can you share about symptom_855 in a {child_age} year old {gender} child?,How long has the symptom_855 been present?; Has it worsened recently?,Diagnosis_855_A; Diagnosis_855_B,medium,"Standard care for symptom_855 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_855, likely diagnosed with Diagnosis_855_A?"
symptom_856,What details can you share about symptom_856 in a {child_age} year old {gender} child?,How long has the symptom_856 been present?; Has it worsened recently?,Diagnosis_856_A; Diagnosis_856_B,medium,"Standard care for symptom_856 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_856, likely diagnosed with Diagnosis_856_A?"
symptom_857,What details can you share about symptom_857 in a {child_age} year old {gender} child?,How long has the symptom_857 been present?; Has it worsened recently?,Diagnosis_857_A; Diagnosis_857_B,medium,"Standard care for symptom_857 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_857, likely diagnosed with Diagnosis_857_A?"
symptom_858,What details can you share about symptom_858 in a {child_age} year old {gender} child?,How long has the symptom_858 been present?; Has it worsened recently?,Diagnosis_858_A; Diagnosis_858_B,medium,"Standard care for symptom_858 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_858, likely diagnosed with Diagnosis_858_A?"
symptom_859,What details can you share about symptom_859 in a {child_age} year old {gender} child?,How long has the symptom_859 been present?; Has it worsened recently?,Diagnosis_859_A; Diagnosis_859_B,medium,"Standard care for symptom_859 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_859, likely diagnosed with Diagnosis_859_A?"
symptom_860,What details can you share about symptom_860 in a {child_age} year old {gender} child?,How long has the symptom_860 been present?; Has it worsened recently?,Diagnosis_860_A; Diagnosis_860_B,medium,"Standard care for symptom_860 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_860, likely diagnosed with Diagnosis_860_A?"
symptom_861,What details can you share about symptom_861 in a {child_age} year old {gender} child?,How long has the symptom_861 been present?; Has it worsened recently?,Diagnosis_861_A; Diagnosis_861_B,medium,"Standard care for symptom_861 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_861, likely diagnosed with Diagnosis_861_A?"
symptom_862,What details can you share about symptom_862 in a {child_age} year old {gender} child?,How long has the symptom_862 been present?; Has it worsened recently?,Diagnosis_862_A; Diagnosis_862_B,medium,"Standard care for symptom_862 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_862, likely diagnosed with Diagnosis_862_A?"
symptom_863,What details can you share about symptom_863 in a {child_age} year old {gender} child?,How long has the symptom_863 been present?; Has it worsened recently?,Diagnosis_863_A; Diagnosis_863_B,medium,"Standard care for symptom_863 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_863, likely diagnosed with Diagnosis_863_A?"
symptom_864,What details can you share about symptom_864 in a {child_age} year old {gender} child?,How long has the symptom_864 been present?; Has it worsened recently?,Diagnosis_864_A; Diagnosis_864_B,medium,"Standard care for symptom_864 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_864, likely diagnosed with Diagnosis_864_A?"
symptom_865,What details can you share about symptom_865 in a {child_age} year old {gender} child?,How long has the symptom_865 been present?; Has it worsened recently?,Diagnosis_865_A; Diagnosis_865_B,medium,"Standard care for symptom_865 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_865, likely diagnosed with Diagnosis_865_A?"
symptom_866,What details can you share about symptom_866 in a {child_age} year old {gender} child?,How long has the symptom_866 been present?; Has it worsened recently?,Diagnosis_866_A; Diagnosis_866_B,medium,"Standard care for symptom_866 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_866, likely diagnosed with Diagnosis_866_A?"
symptom_867,What details can you share about symptom_867 in a {child_age} year old {gender} child?,How long has the symptom_867 been present?; Has it worsened recently?,Diagnosis_867_A; Diagnosis_867_B,medium,"Standard care for symptom_867 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_867, likely diagnosed with Diagnosis_867_A?"
symptom_868,What details can you share about symptom_868 in a {child_age} year old {gender} child?,How long has the symptom_868 been present?; Has it worsened recently?,Diagnosis_868_A; Diagnosis_868_B,medium,"Standard care for symptom_868 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_868, likely diagnosed with Diagnosis_868_A?"
symptom_869,What details can you share about symptom_869 in a {child_age} year old {gender} child?,How long has the symptom_869 been present?; Has it worsened recently?,Diagnosis_869_A; Diagnosis_869_B,medium,"Standard care for symptom_869 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_869, likely diagnosed with Diagnosis_869_A?"
symptom_870,What details can you share about symptom_870 in a {child_age} year old {gender} child?,How long has the symptom_870 been present?; Has it worsened recently?,Diagnosis_870_A; Diagnosis_870_B,medium,"Standard care for symptom_870 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_870, likely diagnosed with Diagnosis_870_A?"
symptom_871,What details can you share about symptom_871 in a {child_age} year old {gender} child?,How long has the symptom_871 been present?; Has it worsened recently?,Diagnosis_871_A; Diagnosis_871_B,medium,"Standard care for symptom_871 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_871, likely diagnosed with Diagnosis_871_A?"
symptom_872,What details can you share about symptom_872 in a {child_age} year old {gender} child?,How long has the symptom_872 been present?; Has it worsened recently?,Diagnosis_872_A; Diagnosis_872_B,medium,"Standard care for symptom_872 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_872, likely diagnosed with Diagnosis_872_A?"
symptom_873,What details can you share about symptom_873 in a {child_age} year old {gender} child?,How long has the symptom_873 been present?; Has it worsened recently?,Diagnosis_873_A; Diagnosis_873_B,medium,"Standard care for symptom_873 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_873, likely diagnosed with Diagnosis_873_A?"
symptom_874,What details can you share about symptom_874 in a {child_age} year old {gender} child?,How long has the symptom_874 been present?; Has it worsened recently?,Diagnosis_874_A; Diagnosis_874_B,medium,"Standard care for symptom_874 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_874, likely diagnosed with Diagnosis_874_A?"
symptom_875,What details can you share about symptom_875 in a {child_age} year old {gender} child?,How long has the symptom_875 been present?; Has it worsened recently?,Diagnosis_875_A; Diagnosis_875_B,medium,"Standard care for symptom_875 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_875, likely diagnosed with Diagnosis_875_A?"
symptom_876,What details can you share about symptom_876 in a {child_age} year old {gender} child?,How long has the symptom_876 been present?; Has it worsened recently?,Diagnosis_876_A; Diagnosis_876_B,medium,"Standard care for symptom_876 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_876, likely diagnosed with Diagnosis_876_A?"
symptom_877,What details can you share about symptom_877 in a {child_age} year old {gender} child?,How long has the symptom_877 been present?; Has it worsened recently?,Diagnosis_877_A; Diagnosis_877_B,medium,"Standard care for symptom_877 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_877, likely diagnosed with Diagnosis_877_A?"
symptom_878,What details can you share about symptom_878 in a {child_age} year old {gender} child?,How long has the symptom_878 been present?; Has it worsened recently?,Diagnosis_878_A; Diagnosis_878_B,medium,"Standard care for symptom_878 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_878, likely diagnosed with Diagnosis_878_A?"
symptom_879,What details can you share about symptom_879 in a {child_age} year old {gender} child?,How long has the symptom_879 been present?; Has it worsened recently?,Diagnosis_879_A; Diagnosis_879_B,medium,"Standard care for symptom_879 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_879, likely diagnosed with Diagnosis_879_A?"
symptom_880,What details can you share about symptom_880 in a {child_age} year old {gender} child?,How long has the symptom_880 been present?; Has it worsened recently?,Diagnosis_880_A; Diagnosis_880_B,medium,"Standard care for symptom_880 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_880, likely diagnosed with Diagnosis_880_A?"
symptom_881,What details can you share about symptom_881 in a {child_age} year old {gender} child?,How long has the symptom_881 been present?; Has it worsened recently?,Diagnosis_881_A; Diagnosis_881_B,medium,"Standard care for symptom_881 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_881, likely diagnosed with Diagnosis_881_A?"
symptom_882,What details can you share about symptom_882 in a {child_age} year old {gender} child?,How long has the symptom_882 been present?; Has it worsened recently?,Diagnosis_882_A; Diagnosis_882_B,medium,"Standard care for symptom_882 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_882, likely diagnosed with Diagnosis_882_A?"
symptom_883,What details can you share about symptom_883 in a {child_age} year old {gender} child?,How long has the symptom_883 been present?; Has it worsened recently?,Diagnosis_883_A; Diagnosis_883_B,medium,"Standard care for symptom_883 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_883, likely diagnosed with Diagnosis_883_A?"
symptom_884,What details can you share about symptom_884 in a {child_age} year old {gender} child?,How long has the symptom_884 been present?; Has it worsened recently?,Diagnosis_884_A; Diagnosis_884_B,medium,"Standard care for symptom_884 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_884, likely diagnosed with Diagnosis_884_A?"
symptom_885,What details can you share about symptom_885 in a {child_age} year old {gender} child?,How long has the symptom_885 been present?; Has it worsened recently?,Diagnosis_885_A; Diagnosis_885_B,medium,"Standard care for symptom_885 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_885, likely diagnosed with Diagnosis_885_A?"
symptom_886,What details can you share about symptom_886 in a {child_age} year old {gender} child?,How long has the symptom_886 been present?; Has it worsened recently?,Diagnosis_886_A; Diagnosis_886_B,medium,"Standard care for symptom_886 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_886, likely diagnosed with Diagnosis_886_A?"
symptom_887,What details can you share about symptom_887 in a {child_age} year old {gender} child?,How long has the symptom_887 been present?; Has it worsened recently?,Diagnosis_887_A; Diagnosis_887_B,medium,"Standard care for symptom_887 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_887, likely diagnosed with Diagnosis_887_A?"
symptom_888,What details can you share about symptom_888 in a {child_age} year old {gender} child?,How long has the symptom_888 been present?; Has it worsened recently?,Diagnosis_888_A; Diagnosis_888_B,medium,"Standard care for symptom_888 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_888, likely diagnosed with Diagnosis_888_A?"
symptom_889,What details can you share about symptom_889 in a {child_age} year old {gender} child?,How long has the symptom_889 been present?; Has it worsened recently?,Diagnosis_889_A; Diagnosis_889_B,medium,"Standard care for symptom_889 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_889, likely diagnosed with Diagnosis_889_A?"
symptom_890,What details can you share about symptom_890 in a {child_age} year old {gender} child?,How long has the symptom_890 been present?; Has it worsened recently?,Diagnosis_890_A; Diagnosis_890_B,medium,"Standard care for symptom_890 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_890, likely diagnosed with Diagnosis_890_A?"
symptom_891,What details can you share about symptom_891 in a {child_age} year old {gender} child?,How long has the symptom_891 been present?; Has it worsened recently?,Diagnosis_891_A; Diagnosis_891_B,medium,"Standard care for symptom_891 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_891, likely diagnosed with Diagnosis_891_A?"
symptom_892,What details can you share about symptom_892 in a {child_age} year old {gender} child?,How long has the symptom_892 been present?; Has it worsened recently?,Diagnosis_892_A; Diagnosis_892_B,medium,"Standard care for symptom_892 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_892, likely diagnosed with Diagnosis_892_A?"
symptom_893,What details can you share about symptom_893 in a {child_age} year old {gender} child?,How long has the symptom_893 been present?; Has it worsened recently?,Diagnosis_893_A; Diagnosis_893_B,medium,"Standard care for symptom_893 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_893, likely diagnosed with Diagnosis_893_A?"
symptom_894,What details can you share about symptom_894 in a {child_age} year old {gender} child?,How long has the symptom_894 been present?; Has it worsened recently?,Diagnosis_894_A; Diagnosis_894_B,medium,"Standard care for symptom_894 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_894, likely diagnosed with Diagnosis_894_A?"
symptom_895,What details can you share about symptom_895 in a {child_age} year old {gender} child?,How long has the symptom_895 been present?; Has it worsened recently?,Diagnosis_895_A; Diagnosis_895_B,medium,"Standard care for symptom_895 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_895, likely diagnosed with Diagnosis_895_A?"
symptom_896,What details can you share about symptom_896 in a {child_age} year old {gender} child?,How long has the symptom_896 been present?; Has it worsened recently?,Diagnosis_896_A; Diagnosis_896_B,medium,"Standard care for symptom_896 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_896, likely diagnosed with Diagnosis_896_A?"
symptom_897,What details can you share about symptom_897 in a {child_age} year old {gender} child?,How long has the symptom_897 been present?; Has it worsened recently?,Diagnosis_897_A; Diagnosis_897_B,medium,"Standard care for symptom_897 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_897, likely diagnosed with Diagnosis_897_A?"
symptom_898,What details can you share about symptom_898 in a {child_age} year old {gender} child?,How long has the symptom_898 been present?; Has it worsened recently?,Diagnosis_898_A; Diagnosis_898_B,medium,"Standard care for symptom_898 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_898, likely diagnosed with Diagnosis_898_A?"
symptom_899,What details can you share about symptom_899 in a {child_age} year old {gender} child?,How long has the symptom_899 been present?; Has it worsened recently?,Diagnosis_899_A; Diagnosis_899_B,medium,"Standard care for symptom_899 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_899, likely diagnosed with Diagnosis_899_A?"
symptom_900,What details can you share about symptom_900 in a {child_age} year old {gender} child?,How long has the symptom_900 been present?; Has it worsened recently?,Diagnosis_900_A; Diagnosis_900_B,medium,"Standard care for symptom_900 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_900, likely diagnosed with Diagnosis_900_A?"
symptom_901,What details can you share about symptom_901 in a {child_age} year old {gender} child?,How long has the symptom_901 been present?; Has it worsened recently?,Diagnosis_901_A; Diagnosis_901_B,medium,"Standard care for symptom_901 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_901, likely diagnosed with Diagnosis_901_A?"
symptom_902,What details can you share about symptom_902 in a {child_age} year old {gender} child?,How long has the symptom_902 been present?; Has it worsened recently?,Diagnosis_902_A; Diagnosis_902_B,medium,"Standard care for symptom_902 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_902, likely diagnosed with Diagnosis_902_A?"
symptom_903,What details can you share about symptom_903 in a {child_age} year old {gender} child?,How long has the symptom_903 been present?; Has it worsened recently?,Diagnosis_903_A; Diagnosis_903_B,medium,"Standard care for symptom_903 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_903, likely diagnosed with Diagnosis_903_A?"
symptom_904,What details can you share about symptom_904 in a {child_age} year old {gender} child?,How long has the symptom_904 been present?; Has it worsened recently?,Diagnosis_904_A; Diagnosis_904_B,medium,"Standard care for symptom_904 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_904, likely diagnosed with Diagnosis_904_A?"
symptom_905,What details can you share about symptom_905 in a {child_age} year old {gender} child?,How long has the symptom_905 been present?; Has it worsened recently?,Diagnosis_905_A; Diagnosis_905_B,medium,"Standard care for symptom_905 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_905, likely diagnosed with Diagnosis_905_A?"
