Symptom,Prompt Template,Follow-Up Questions,Likely Diagnosis,Urgency Level,Suggested Treatment,Treatment Questions
symptom_732,What details can you share about symptom_732 in a {child_age} year old {gender} child?,How long has the symptom_732 been present?; Has it worsened recently?,Diagnosis_732_A; Diagnosis_732_B,medium,"Standard care for symptom_732 includes hydration, rest, and observation.",What are the best treatment options for symptom_732?; When should a doctor be consulted for symptom_732?
symptom_733,What details can you share about symptom_733 in a {child_age} year old {gender} child?,How long has the symptom_733 been present?; Has it worsened recently?,Diagnosis_733_A; Diagnosis_733_B,medium,"Standard care for symptom_733 includes hydration, rest, and observation.",What are the best treatment options for symptom_733?; When should a doctor be consulted for symptom_733?
symptom_734,What details can you share about symptom_734 in a {child_age} year old {gender} child?,How long has the symptom_734 been present?; Has it worsened recently?,Diagnosis_734_A; Diagnosis_734_B,medium,"Standard care for symptom_734 includes hydration, rest, and observation.",What are the best treatment options for symptom_734?; When should a doctor be consulted for symptom_734?
symptom_735,What details can you share about symptom_735 in a {child_age} year old {gender} child?,How long has the symptom_735 been present?; Has it worsened recently?,Diagnosis_735_A; Diagnosis_735_B,medium,"Standard care for symptom_735 includes hydration, rest, and observation.",What are the best treatment options for symptom_735?; When should a doctor be consulted for symptom_735?
symptom_736,What details can you share about symptom_736 in a {child_age} year old {gender} child?,How long has the symptom_736 been present?; Has it worsened recently?,Diagnosis_736_A; Diagnosis_736_B,medium,"Standard care for symptom_736 includes hydration, rest, and observation.",What are the best treatment options for symptom_736?; When should a doctor be consulted for symptom_736?
symptom_737,What details can you share about symptom_737 in a {child_age} year old {gender} child?,How long has the symptom_737 been present?; Has it worsened recently?,Diagnosis_737_A; Diagnosis_737_B,medium,"Standard care for symptom_737 includes hydration, rest, and observation.",What are the best treatment options for symptom_737?; When should a doctor be consulted for symptom_737?
symptom_738,What details can you share about symptom_738 in a {child_age} year old {gender} child?,How long has the symptom_738 been present?; Has it worsened recently?,Diagnosis_738_A; Diagnosis_738_B,medium,"Standard care for symptom_738 includes hydration, rest, and observation.",What are the best treatment options for symptom_738?; When should a doctor be consulted for symptom_738?
symptom_739,What details can you share about symptom_739 in a {child_age} year old {gender} child?,How long has the symptom_739 been present?; Has it worsened recently?,Diagnosis_739_A; Diagnosis_739_B,medium,"Standard care for symptom_739 includes hydration, rest, and observation.",What are the best treatment options for symptom_739?; When should a doctor be consulted for symptom_739?
symptom_740,What details can you share about symptom_740 in a {child_age} year old {gender} child?,How long has the symptom_740 been present?; Has it worsened recently?,Diagnosis_740_A; Diagnosis_740_B,medium,"Standard care for symptom_740 includes hydration, rest, and observation.",What are the best treatment options for symptom_740?; When should a doctor be consulted for symptom_740?
symptom_741,What details can you share about symptom_741 in a {child_age} year old {gender} child?,How long has the symptom_741 been present?; Has it worsened recently?,Diagnosis_741_A; Diagnosis_741_B,medium,"Standard care for symptom_741 includes hydration, rest, and observation.",What are the best treatment options for symptom_741?; When should a doctor be consulted for symptom_741?
symptom_742,What details can you share about symptom_742 in a {child_age} year old {gender} child?,How long has the symptom_742 been present?; Has it worsened recently?,Diagnosis_742_A; Diagnosis_742_B,medium,"Standard care for symptom_742 includes hydration, rest, and observation.",What are the best treatment options for symptom_742?; When should a doctor be consulted for symptom_742?
symptom_743,What details can you share about symptom_743 in a {child_age} year old {gender} child?,How long has the symptom_743 been present?; Has it worsened recently?,Diagnosis_743_A; Diagnosis_743_B,medium,"Standard care for symptom_743 includes hydration, rest, and observation.",What are the best treatment options for symptom_743?; When should a doctor be consulted for symptom_743?
symptom_744,What details can you share about symptom_744 in a {child_age} year old {gender} child?,How long has the symptom_744 been present?; Has it worsened recently?,Diagnosis_744_A; Diagnosis_744_B,medium,"Standard care for symptom_744 includes hydration, rest, and observation.",What are the best treatment options for symptom_744?; When should a doctor be consulted for symptom_744?
symptom_745,What details can you share about symptom_745 in a {child_age} year old {gender} child?,How long has the symptom_745 been present?; Has it worsened recently?,Diagnosis_745_A; Diagnosis_745_B,medium,"Standard care for symptom_745 includes hydration, rest, and observation.",What are the best treatment options for symptom_745?; When should a doctor be consulted for symptom_745?
symptom_746,What details can you share about symptom_746 in a {child_age} year old {gender} child?,How long has the symptom_746 been present?; Has it worsened recently?,Diagnosis_746_A; Diagnosis_746_B,medium,"Standard care for symptom_746 includes hydration, rest, and observation.",What are the best treatment options for symptom_746?; When should a doctor be consulted for symptom_746?
symptom_747,What details can you share about symptom_747 in a {child_age} year old {gender} child?,How long has the symptom_747 been present?; Has it worsened recently?,Diagnosis_747_A; Diagnosis_747_B,medium,"Standard care for symptom_747 includes hydration, rest, and observation.",What are the best treatment options for symptom_747?; When should a doctor be consulted for symptom_747?
symptom_748,What details can you share about symptom_748 in a {child_age} year old {gender} child?,How long has the symptom_748 been present?; Has it worsened recently?,Diagnosis_748_A; Diagnosis_748_B,medium,"Standard care for symptom_748 includes hydration, rest, and observation.",What are the best treatment options for symptom_748?; When should a doctor be consulted for symptom_748?
symptom_749,What details can you share about symptom_749 in a {child_age} year old {gender} child?,How long has the symptom_749 been present?; Has it worsened recently?,Diagnosis_749_A; Diagnosis_749_B,medium,"Standard care for symptom_749 includes hydration, rest, and observation.",What are the best treatment options for symptom_749?; When should a doctor be consulted for symptom_749?
symptom_750,What details can you share about symptom_750 in a {child_age} year old {gender} child?,How long has the symptom_750 been present?; Has it worsened recently?,Diagnosis_750_A; Diagnosis_750_B,medium,"Standard care for symptom_750 includes hydration, rest, and observation.",What are the best treatment options for symptom_750?; When should a doctor be consulted for symptom_750?
symptom_751,What details can you share about symptom_751 in a {child_age} year old {gender} child?,How long has the symptom_751 been present?; Has it worsened recently?,Diagnosis_751_A; Diagnosis_751_B,medium,"Standard care for symptom_751 includes hydration, rest, and observation.",What are the best treatment options for symptom_751?; When should a doctor be consulted for symptom_751?
symptom_752,What details can you share about symptom_752 in a {child_age} year old {gender} child?,How long has the symptom_752 been present?; Has it worsened recently?,Diagnosis_752_A; Diagnosis_752_B,medium,"Standard care for symptom_752 includes hydration, rest, and observation.",What are the best treatment options for symptom_752?; When should a doctor be consulted for symptom_752?
symptom_753,What details can you share about symptom_753 in a {child_age} year old {gender} child?,How long has the symptom_753 been present?; Has it worsened recently?,Diagnosis_753_A; Diagnosis_753_B,medium,"Standard care for symptom_753 includes hydration, rest, and observation.",What are the best treatment options for symptom_753?; When should a doctor be consulted for symptom_753?
symptom_754,What details can you share about symptom_754 in a {child_age} year old {gender} child?,How long has the symptom_754 been present?; Has it worsened recently?,Diagnosis_754_A; Diagnosis_754_B,medium,"Standard care for symptom_754 includes hydration, rest, and observation.",What are the best treatment options for symptom_754?; When should a doctor be consulted for symptom_754?
symptom_755,What details can you share about symptom_755 in a {child_age} year old {gender} child?,How long has the symptom_755 been present?; Has it worsened recently?,Diagnosis_755_A; Diagnosis_755_B,medium,"Standard care for symptom_755 includes hydration, rest, and observation.",What are the best treatment options for symptom_755?; When should a doctor be consulted for symptom_755?
symptom_756,What details can you share about symptom_756 in a {child_age} year old {gender} child?,How long has the symptom_756 been present?; Has it worsened recently?,Diagnosis_756_A; Diagnosis_756_B,medium,"Standard care for symptom_756 includes hydration, rest, and observation.",What are the best treatment options for symptom_756?; When should a doctor be consulted for symptom_756?
symptom_757,What details can you share about symptom_757 in a {child_age} year old {gender} child?,How long has the symptom_757 been present?; Has it worsened recently?,Diagnosis_757_A; Diagnosis_757_B,medium,"Standard care for symptom_757 includes hydration, rest, and observation.",What are the best treatment options for symptom_757?; When should a doctor be consulted for symptom_757?
symptom_758,What details can you share about symptom_758 in a {child_age} year old {gender} child?,How long has the symptom_758 been present?; Has it worsened recently?,Diagnosis_758_A; Diagnosis_758_B,medium,"Standard care for symptom_758 includes hydration, rest, and observation.",What are the best treatment options for symptom_758?; When should a doctor be consulted for symptom_758?
symptom_759,What details can you share about symptom_759 in a {child_age} year old {gender} child?,How long has the symptom_759 been present?; Has it worsened recently?,Diagnosis_759_A; Diagnosis_759_B,medium,"Standard care for symptom_759 includes hydration, rest, and observation.",What are the best treatment options for symptom_759?; When should a doctor be consulted for symptom_759?
symptom_760,What details can you share about symptom_760 in a {child_age} year old {gender} child?,How long has the symptom_760 been present?; Has it worsened recently?,Diagnosis_760_A; Diagnosis_760_B,medium,"Standard care for symptom_760 includes hydration, rest, and observation.",What are the best treatment options for symptom_760?; When should a doctor be consulted for symptom_760?
symptom_761,What details can you share about symptom_761 in a {child_age} year old {gender} child?,How long has the symptom_761 been present?; Has it worsened recently?,Diagnosis_761_A; Diagnosis_761_B,medium,"Standard care for symptom_761 includes hydration, rest, and observation.",What are the best treatment options for symptom_761?; When should a doctor be consulted for symptom_761?
symptom_762,What details can you share about symptom_762 in a {child_age} year old {gender} child?,How long has the symptom_762 been present?; Has it worsened recently?,Diagnosis_762_A; Diagnosis_762_B,medium,"Standard care for symptom_762 includes hydration, rest, and observation.",What are the best treatment options for symptom_762?; When should a doctor be consulted for symptom_762?
symptom_763,What details can you share about symptom_763 in a {child_age} year old {gender} child?,How long has the symptom_763 been present?; Has it worsened recently?,Diagnosis_763_A; Diagnosis_763_B,medium,"Standard care for symptom_763 includes hydration, rest, and observation.",What are the best treatment options for symptom_763?; When should a doctor be consulted for symptom_763?
symptom_764,What details can you share about symptom_764 in a {child_age} year old {gender} child?,How long has the symptom_764 been present?; Has it worsened recently?,Diagnosis_764_A; Diagnosis_764_B,medium,"Standard care for symptom_764 includes hydration, rest, and observation.",What are the best treatment options for symptom_764?; When should a doctor be consulted for symptom_764?
symptom_765,What details can you share about symptom_765 in a {child_age} year old {gender} child?,How long has the symptom_765 been present?; Has it worsened recently?,Diagnosis_765_A; Diagnosis_765_B,medium,"Standard care for symptom_765 includes hydration, rest, and observation.",What are the best treatment options for symptom_765?; When should a doctor be consulted for symptom_765?
symptom_766,What details can you share about symptom_766 in a {child_age} year old {gender} child?,How long has the symptom_766 been present?; Has it worsened recently?,Diagnosis_766_A; Diagnosis_766_B,medium,"Standard care for symptom_766 includes hydration, rest, and observation.",What are the best treatment options for symptom_766?; When should a doctor be consulted for symptom_766?
symptom_767,What details can you share about symptom_767 in a {child_age} year old {gender} child?,How long has the symptom_767 been present?; Has it worsened recently?,Diagnosis_767_A; Diagnosis_767_B,medium,"Standard care for symptom_767 includes hydration, rest, and observation.",What are the best treatment options for symptom_767?; When should a doctor be consulted for symptom_767?
symptom_768,What details can you share about symptom_768 in a {child_age} year old {gender} child?,How long has the symptom_768 been present?; Has it worsened recently?,Diagnosis_768_A; Diagnosis_768_B,medium,"Standard care for symptom_768 includes hydration, rest, and observation.",What are the best treatment options for symptom_768?; When should a doctor be consulted for symptom_768?
symptom_769,What details can you share about symptom_769 in a {child_age} year old {gender} child?,How long has the symptom_769 been present?; Has it worsened recently?,Diagnosis_769_A; Diagnosis_769_B,medium,"Standard care for symptom_769 includes hydration, rest, and observation.",What are the best treatment options for symptom_769?; When should a doctor be consulted for symptom_769?
symptom_770,What details can you share about symptom_770 in a {child_age} year old {gender} child?,How long has the symptom_770 been present?; Has it worsened recently?,Diagnosis_770_A; Diagnosis_770_B,medium,"Standard care for symptom_770 includes hydration, rest, and observation.",What are the best treatment options for symptom_770?; When should a doctor be consulted for symptom_770?
symptom_771,What details can you share about symptom_771 in a {child_age} year old {gender} child?,How long has the symptom_771 been present?; Has it worsened recently?,Diagnosis_771_A; Diagnosis_771_B,medium,"Standard care for symptom_771 includes hydration, rest, and observation.",What are the best treatment options for symptom_771?; When should a doctor be consulted for symptom_771?
symptom_772,What details can you share about symptom_772 in a {child_age} year old {gender} child?,How long has the symptom_772 been present?; Has it worsened recently?,Diagnosis_772_A; Diagnosis_772_B,medium,"Standard care for symptom_772 includes hydration, rest, and observation.",What are the best treatment options for symptom_772?; When should a doctor be consulted for symptom_772?
symptom_773,What details can you share about symptom_773 in a {child_age} year old {gender} child?,How long has the symptom_773 been present?; Has it worsened recently?,Diagnosis_773_A; Diagnosis_773_B,medium,"Standard care for symptom_773 includes hydration, rest, and observation.",What are the best treatment options for symptom_773?; When should a doctor be consulted for symptom_773?
symptom_774,What details can you share about symptom_774 in a {child_age} year old {gender} child?,How long has the symptom_774 been present?; Has it worsened recently?,Diagnosis_774_A; Diagnosis_774_B,medium,"Standard care for symptom_774 includes hydration, rest, and observation.",What are the best treatment options for symptom_774?; When should a doctor be consulted for symptom_774?
symptom_775,What details can you share about symptom_775 in a {child_age} year old {gender} child?,How long has the symptom_775 been present?; Has it worsened recently?,Diagnosis_775_A; Diagnosis_775_B,medium,"Standard care for symptom_775 includes hydration, rest, and observation.",What are the best treatment options for symptom_775?; When should a doctor be consulted for symptom_775?
symptom_776,What details can you share about symptom_776 in a {child_age} year old {gender} child?,How long has the symptom_776 been present?; Has it worsened recently?,Diagnosis_776_A; Diagnosis_776_B,medium,"Standard care for symptom_776 includes hydration, rest, and observation.",What are the best treatment options for symptom_776?; When should a doctor be consulted for symptom_776?
symptom_777,What details can you share about symptom_777 in a {child_age} year old {gender} child?,How long has the symptom_777 been present?; Has it worsened recently?,Diagnosis_777_A; Diagnosis_777_B,medium,"Standard care for symptom_777 includes hydration, rest, and observation.",What are the best treatment options for symptom_777?; When should a doctor be consulted for symptom_777?
symptom_778,What details can you share about symptom_778 in a {child_age} year old {gender} child?,How long has the symptom_778 been present?; Has it worsened recently?,Diagnosis_778_A; Diagnosis_778_B,medium,"Standard care for symptom_778 includes hydration, rest, and observation.",What are the best treatment options for symptom_778?; When should a doctor be consulted for symptom_778?
symptom_779,What details can you share about symptom_779 in a {child_age} year old {gender} child?,How long has the symptom_779 been present?; Has it worsened recently?,Diagnosis_779_A; Diagnosis_779_B,medium,"Standard care for symptom_779 includes hydration, rest, and observation.",What are the best treatment options for symptom_779?; When should a doctor be consulted for symptom_779?
symptom_780,What details can you share about symptom_780 in a {child_age} year old {gender} child?,How long has the symptom_780 been present?; Has it worsened recently?,Diagnosis_780_A; Diagnosis_780_B,medium,"Standard care for symptom_780 includes hydration, rest, and observation.",What are the best treatment options for symptom_780?; When should a doctor be consulted for symptom_780?
symptom_781,What details can you share about symptom_781 in a {child_age} year old {gender} child?,How long has the symptom_781 been present?; Has it worsened recently?,Diagnosis_781_A; Diagnosis_781_B,medium,"Standard care for symptom_781 includes hydration, rest, and observation.",What are the best treatment options for symptom_781?; When should a doctor be consulted for symptom_781?
symptom_782,What details can you share about symptom_782 in a {child_age} year old {gender} child?,How long has the symptom_782 been present?; Has it worsened recently?,Diagnosis_782_A; Diagnosis_782_B,medium,"Standard care for symptom_782 includes hydration, rest, and observation.",What are the best treatment options for symptom_782?; When should a doctor be consulted for symptom_782?
symptom_783,What details can you share about symptom_783 in a {child_age} year old {gender} child?,How long has the symptom_783 been present?; Has it worsened recently?,Diagnosis_783_A; Diagnosis_783_B,medium,"Standard care for symptom_783 includes hydration, rest, and observation.",What are the best treatment options for symptom_783?; When should a doctor be consulted for symptom_783?
symptom_784,What details can you share about symptom_784 in a {child_age} year old {gender} child?,How long has the symptom_784 been present?; Has it worsened recently?,Diagnosis_784_A; Diagnosis_784_B,medium,"Standard care for symptom_784 includes hydration, rest, and observation.",What are the best treatment options for symptom_784?; When should a doctor be consulted for symptom_784?
symptom_785,What details can you share about symptom_785 in a {child_age} year old {gender} child?,How long has the symptom_785 been present?; Has it worsened recently?,Diagnosis_785_A; Diagnosis_785_B,medium,"Standard care for symptom_785 includes hydration, rest, and observation.",What are the best treatment options for symptom_785?; When should a doctor be consulted for symptom_785?
symptom_786,What details can you share about symptom_786 in a {child_age} year old {gender} child?,How long has the symptom_786 been present?; Has it worsened recently?,Diagnosis_786_A; Diagnosis_786_B,medium,"Standard care for symptom_786 includes hydration, rest, and observation.",What are the best treatment options for symptom_786?; When should a doctor be consulted for symptom_786?
symptom_787,What details can you share about symptom_787 in a {child_age} year old {gender} child?,How long has the symptom_787 been present?; Has it worsened recently?,Diagnosis_787_A; Diagnosis_787_B,medium,"Standard care for symptom_787 includes hydration, rest, and observation.",What are the best treatment options for symptom_787?; When should a doctor be consulted for symptom_787?
symptom_788,What details can you share about symptom_788 in a {child_age} year old {gender} child?,How long has the symptom_788 been present?; Has it worsened recently?,Diagnosis_788_A; Diagnosis_788_B,medium,"Standard care for symptom_788 includes hydration, rest, and observation.",What are the best treatment options for symptom_788?; When should a doctor be consulted for symptom_788?
symptom_789,What details can you share about symptom_789 in a {child_age} year old {gender} child?,How long has the symptom_789 been present?; Has it worsened recently?,Diagnosis_789_A; Diagnosis_789_B,medium,"Standard care for symptom_789 includes hydration, rest, and observation.",What are the best treatment options for symptom_789?; When should a doctor be consulted for symptom_789?
symptom_790,What details can you share about symptom_790 in a {child_age} year old {gender} child?,How long has the symptom_790 been present?; Has it worsened recently?,Diagnosis_790_A; Diagnosis_790_B,medium,"Standard care for symptom_790 includes hydration, rest, and observation.",What are the best treatment options for symptom_790?; When should a doctor be consulted for symptom_790?
symptom_791,What details can you share about symptom_791 in a {child_age} year old {gender} child?,How long has the symptom_791 been present?; Has it worsened recently?,Diagnosis_791_A; Diagnosis_791_B,medium,"Standard care for symptom_791 includes hydration, rest, and observation.",What are the best treatment options for symptom_791?; When should a doctor be consulted for symptom_791?
symptom_792,What details can you share about symptom_792 in a {child_age} year old {gender} child?,How long has the symptom_792 been present?; Has it worsened recently?,Diagnosis_792_A; Diagnosis_792_B,medium,"Standard care for symptom_792 includes hydration, rest, and observation.",What are the best treatment options for symptom_792?; When should a doctor be consulted for symptom_792?
symptom_793,What details can you share about symptom_793 in a {child_age} year old {gender} child?,How long has the symptom_793 been present?; Has it worsened recently?,Diagnosis_793_A; Diagnosis_793_B,medium,"Standard care for symptom_793 includes hydration, rest, and observation.",What are the best treatment options for symptom_793?; When should a doctor be consulted for symptom_793?
symptom_794,What details can you share about symptom_794 in a {child_age} year old {gender} child?,How long has the symptom_794 been present?; Has it worsened recently?,Diagnosis_794_A; Diagnosis_794_B,medium,"Standard care for symptom_794 includes hydration, rest, and observation.",What are the best treatment options for symptom_794?; When should a doctor be consulted for symptom_794?
symptom_795,What details can you share about symptom_795 in a {child_age} year old {gender} child?,How long has the symptom_795 been present?; Has it worsened recently?,Diagnosis_795_A; Diagnosis_795_B,medium,"Standard care for symptom_795 includes hydration, rest, and observation.",What are the best treatment options for symptom_795?; When should a doctor be consulted for symptom_795?
symptom_796,What details can you share about symptom_796 in a {child_age} year old {gender} child?,How long has the symptom_796 been present?; Has it worsened recently?,Diagnosis_796_A; Diagnosis_796_B,medium,"Standard care for symptom_796 includes hydration, rest, and observation.",What are the best treatment options for symptom_796?; When should a doctor be consulted for symptom_796?
symptom_797,What details can you share about symptom_797 in a {child_age} year old {gender} child?,How long has the symptom_797 been present?; Has it worsened recently?,Diagnosis_797_A; Diagnosis_797_B,medium,"Standard care for symptom_797 includes hydration, rest, and observation.",What are the best treatment options for symptom_797?; When should a doctor be consulted for symptom_797?
symptom_798,What details can you share about symptom_798 in a {child_age} year old {gender} child?,How long has the symptom_798 been present?; Has it worsened recently?,Diagnosis_798_A; Diagnosis_798_B,medium,"Standard care for symptom_798 includes hydration, rest, and observation.",What are the best treatment options for symptom_798?; When should a doctor be consulted for symptom_798?
symptom_799,What details can you share about symptom_799 in a {child_age} year old {gender} child?,How long has the symptom_799 been present?; Has it worsened recently?,Diagnosis_799_A; Diagnosis_799_B,medium,"Standard care for symptom_799 includes hydration, rest, and observation.",What are the best treatment options for symptom_799?; When should a doctor be consulted for symptom_799?
symptom_800,What details can you share about symptom_800 in a {child_age} year old {gender} child?,How long has the symptom_800 been present?; Has it worsened recently?,Diagnosis_800_A; Diagnosis_800_B,medium,"Standard care for symptom_800 includes hydration, rest, and observation.",What are the best treatment options for symptom_800?; When should a doctor be consulted for symptom_800?
symptom_801,What details can you share about symptom_801 in a {child_age} year old {gender} child?,How long has the symptom_801 been present?; Has it worsened recently?,Diagnosis_801_A; Diagnosis_801_B,medium,"Standard care for symptom_801 includes hydration, rest, and observation.",What are the best treatment options for symptom_801?; When should a doctor be consulted for symptom_801?
symptom_802,What details can you share about symptom_802 in a {child_age} year old {gender} child?,How long has the symptom_802 been present?; Has it worsened recently?,Diagnosis_802_A; Diagnosis_802_B,medium,"Standard care for symptom_802 includes hydration, rest, and observation.",What are the best treatment options for symptom_802?; When should a doctor be consulted for symptom_802?
symptom_803,What details can you share about symptom_803 in a {child_age} year old {gender} child?,How long has the symptom_803 been present?; Has it worsened recently?,Diagnosis_803_A; Diagnosis_803_B,medium,"Standard care for symptom_803 includes hydration, rest, and observation.",What are the best treatment options for symptom_803?; When should a doctor be consulted for symptom_803?
symptom_804,What details can you share about symptom_804 in a {child_age} year old {gender} child?,How long has the symptom_804 been present?; Has it worsened recently?,Diagnosis_804_A; Diagnosis_804_B,medium,"Standard care for symptom_804 includes hydration, rest, and observation.",What are the best treatment options for symptom_804?; When should a doctor be consulted for symptom_804?
symptom_805,What details can you share about symptom_805 in a {child_age} year old {gender} child?,How long has the symptom_805 been present?; Has it worsened recently?,Diagnosis_805_A; Diagnosis_805_B,medium,"Standard care for symptom_805 includes hydration, rest, and observation.",What are the best treatment options for symptom_805?; When should a doctor be consulted for symptom_805?
symptom_806,What details can you share about symptom_806 in a {child_age} year old {gender} child?,How long has the symptom_806 been present?; Has it worsened recently?,Diagnosis_806_A; Diagnosis_806_B,medium,"Standard care for symptom_806 includes hydration, rest, and observation.",What are the best treatment options for symptom_806?; When should a doctor be consulted for symptom_806?
symptom_807,What details can you share about symptom_807 in a {child_age} year old {gender} child?,How long has the symptom_807 been present?; Has it worsened recently?,Diagnosis_807_A; Diagnosis_807_B,medium,"Standard care for symptom_807 includes hydration, rest, and observation.",What are the best treatment options for symptom_807?; When should a doctor be consulted for symptom_807?
symptom_808,What details can you share about symptom_808 in a {child_age} year old {gender} child?,How long has the symptom_808 been present?; Has it worsened recently?,Diagnosis_808_A; Diagnosis_808_B,medium,"Standard care for symptom_808 includes hydration, rest, and observation.",What are the best treatment options for symptom_808?; When should a doctor be consulted for symptom_808?
symptom_809,What details can you share about symptom_809 in a {child_age} year old {gender} child?,How long has the symptom_809 been present?; Has it worsened recently?,Diagnosis_809_A; Diagnosis_809_B,medium,"Standard care for symptom_809 includes hydration, rest, and observation.",What are the best treatment options for symptom_809?; When should a doctor be consulted for symptom_809?
symptom_810,What details can you share about symptom_810 in a {child_age} year old {gender} child?,How long has the symptom_810 been present?; Has it worsened recently?,Diagnosis_810_A; Diagnosis_810_B,medium,"Standard care for symptom_810 includes hydration, rest, and observation.",What are the best treatment options for symptom_810?; When should a doctor be consulted for symptom_810?
symptom_811,What details can you share about symptom_811 in a {child_age} year old {gender} child?,How long has the symptom_811 been present?; Has it worsened recently?,Diagnosis_811_A; Diagnosis_811_B,medium,"Standard care for symptom_811 includes hydration, rest, and observation.",What are the best treatment options for symptom_811?; When should a doctor be consulted for symptom_811?
symptom_812,What details can you share about symptom_812 in a {child_age} year old {gender} child?,How long has the symptom_812 been present?; Has it worsened recently?,Diagnosis_812_A; Diagnosis_812_B,medium,"Standard care for symptom_812 includes hydration, rest, and observation.",What are the best treatment options for symptom_812?; When should a doctor be consulted for symptom_812?
symptom_813,What details can you share about symptom_813 in a {child_age} year old {gender} child?,How long has the symptom_813 been present?; Has it worsened recently?,Diagnosis_813_A; Diagnosis_813_B,medium,"Standard care for symptom_813 includes hydration, rest, and observation.",What are the best treatment options for symptom_813?; When should a doctor be consulted for symptom_813?
symptom_814,What details can you share about symptom_814 in a {child_age} year old {gender} child?,How long has the symptom_814 been present?; Has it worsened recently?,Diagnosis_814_A; Diagnosis_814_B,medium,"Standard care for symptom_814 includes hydration, rest, and observation.",What are the best treatment options for symptom_814?; When should a doctor be consulted for symptom_814?
symptom_815,What details can you share about symptom_815 in a {child_age} year old {gender} child?,How long has the symptom_815 been present?; Has it worsened recently?,Diagnosis_815_A; Diagnosis_815_B,medium,"Standard care for symptom_815 includes hydration, rest, and observation.",What are the best treatment options for symptom_815?; When should a doctor be consulted for symptom_815?
symptom_816,What details can you share about symptom_816 in a {child_age} year old {gender} child?,How long has the symptom_816 been present?; Has it worsened recently?,Diagnosis_816_A; Diagnosis_816_B,medium,"Standard care for symptom_816 includes hydration, rest, and observation.",What are the best treatment options for symptom_816?; When should a doctor be consulted for symptom_816?
symptom_817,What details can you share about symptom_817 in a {child_age} year old {gender} child?,How long has the symptom_817 been present?; Has it worsened recently?,Diagnosis_817_A; Diagnosis_817_B,medium,"Standard care for symptom_817 includes hydration, rest, and observation.",What are the best treatment options for symptom_817?; When should a doctor be consulted for symptom_817?
symptom_818,What details can you share about symptom_818 in a {child_age} year old {gender} child?,How long has the symptom_818 been present?; Has it worsened recently?,Diagnosis_818_A; Diagnosis_818_B,medium,"Standard care for symptom_818 includes hydration, rest, and observation.",What are the best treatment options for symptom_818?; When should a doctor be consulted for symptom_818?
symptom_819,What details can you share about symptom_819 in a {child_age} year old {gender} child?,How long has the symptom_819 been present?; Has it worsened recently?,Diagnosis_819_A; Diagnosis_819_B,medium,"Standard care for symptom_819 includes hydration, rest, and observation.",What are the best treatment options for symptom_819?; When should a doctor be consulted for symptom_819?
symptom_820,What details can you share about symptom_820 in a {child_age} year old {gender} child?,How long has the symptom_820 been present?; Has it worsened recently?,Diagnosis_820_A; Diagnosis_820_B,medium,"Standard care for symptom_820 includes hydration, rest, and observation.",What are the best treatment options for symptom_820?; When should a doctor be consulted for symptom_820?
symptom_821,What details can you share about symptom_821 in a {child_age} year old {gender} child?,How long has the symptom_821 been present?; Has it worsened recently?,Diagnosis_821_A; Diagnosis_821_B,medium,"Standard care for symptom_821 includes hydration, rest, and observation.",What are the best treatment options for symptom_821?; When should a doctor be consulted for symptom_821?
symptom_822,What details can you share about symptom_822 in a {child_age} year old {gender} child?,How long has the symptom_822 been present?; Has it worsened recently?,Diagnosis_822_A; Diagnosis_822_B,medium,"Standard care for symptom_822 includes hydration, rest, and observation.",What are the best treatment options for symptom_822?; When should a doctor be consulted for symptom_822?
symptom_823,What details can you share about symptom_823 in a {child_age} year old {gender} child?,How long has the symptom_823 been present?; Has it worsened recently?,Diagnosis_823_A; Diagnosis_823_B,medium,"Standard care for symptom_823 includes hydration, rest, and observation.",What are the best treatment options for symptom_823?; When should a doctor be consulted for symptom_823?
symptom_824,What details can you share about symptom_824 in a {child_age} year old {gender} child?,How long has the symptom_824 been present?; Has it worsened recently?,Diagnosis_824_A; Diagnosis_824_B,medium,"Standard care for symptom_824 includes hydration, rest, and observation.",What are the best treatment options for symptom_824?; When should a doctor be consulted for symptom_824?
symptom_825,What details can you share about symptom_825 in a {child_age} year old {gender} child?,How long has the symptom_825 been present?; Has it worsened recently?,Diagnosis_825_A; Diagnosis_825_B,medium,"Standard care for symptom_825 includes hydration, rest, and observation.",What are the best treatment options for symptom_825?; When should a doctor be consulted for symptom_825?
symptom_826,What details can you share about symptom_826 in a {child_age} year old {gender} child?,How long has the symptom_826 been present?; Has it worsened recently?,Diagnosis_826_A; Diagnosis_826_B,medium,"Standard care for symptom_826 includes hydration, rest, and observation.",What are the best treatment options for symptom_826?; When should a doctor be consulted for symptom_826?
symptom_827,What details can you share about symptom_827 in a {child_age} year old {gender} child?,How long has the symptom_827 been present?; Has it worsened recently?,Diagnosis_827_A; Diagnosis_827_B,medium,"Standard care for symptom_827 includes hydration, rest, and observation.",What are the best treatment options for symptom_827?; When should a doctor be consulted for symptom_827?
symptom_828,What details can you share about symptom_828 in a {child_age} year old {gender} child?,How long has the symptom_828 been present?; Has it worsened recently?,Diagnosis_828_A; Diagnosis_828_B,medium,"Standard care for symptom_828 includes hydration, rest, and observation.",What are the best treatment options for symptom_828?; When should a doctor be consulted for symptom_828?
